metric,metric_zh,relation_type,value
unique_entities_per_relation,每种关系连接的唯一实体数,hope,4
unique_entities_per_relation,每种关系连接的唯一实体数,host,7
unique_entities_per_relation,每种关系连接的唯一实体数,hosting,6
unique_entities_per_relation,每种关系连接的唯一实体数,humor,2
unique_entities_per_relation,每种关系连接的唯一实体数,ideological conflict,2
unique_entities_per_relation,每种关系连接的唯一实体数,impact,10
unique_entities_per_relation,每种关系连接的唯一实体数,importance,4
unique_entities_per_relation,每种关系连接的唯一实体数,impression,5
unique_entities_per_relation,每种关系连接的唯一实体数,influence,7
unique_entities_per_relation,每种关系连接的唯一实体数,information,2
unique_entities_per_relation,每种关系连接的唯一实体数,initiates plan,2
unique_entities_per_relation,每种关系连接的唯一实体数,initiation,3
unique_entities_per_relation,每种关系连接的唯一实体数,innovation,4
unique_entities_per_relation,每种关系连接的唯一实体数,inquiry,3
unique_entities_per_relation,每种关系连接的唯一实体数,inspiration,6
unique_entities_per_relation,每种关系连接的唯一实体数,installation,3
unique_entities_per_relation,每种关系连接的唯一实体数,instruction,2
unique_entities_per_relation,每种关系连接的唯一实体数,interaction,5
unique_entities_per_relation,每种关系连接的唯一实体数,interest,45
unique_entities_per_relation,每种关系连接的唯一实体数,interests,2
unique_entities_per_relation,每种关系连接的唯一实体数,intimacy,2
unique_entities_per_relation,每种关系连接的唯一实体数,introduction,2
unique_entities_per_relation,每种关系连接的唯一实体数,invitation,17
unique_entities_per_relation,每种关系连接的唯一实体数,involvement,30
unique_entities_per_relation,每种关系连接的唯一实体数,jam sessions,2
unique_entities_per_relation,每种关系连接的唯一实体数,joint activity,3
unique_entities_per_relation,每种关系连接的唯一实体数,knowledge,2
unique_entities_per_relation,每种关系连接的唯一实体数,landlord-tenant,2
unique_entities_per_relation,每种关系连接的唯一实体数,landscape,2
unique_entities_per_relation,每种关系连接的唯一实体数,launch,2
unique_entities_per_relation,每种关系连接的唯一实体数,leadership,15
unique_entities_per_relation,每种关系连接的唯一实体数,leadership approaches,2
unique_entities_per_relation,每种关系连接的唯一实体数,learning,4
unique_entities_per_relation,每种关系连接的唯一实体数,leisure activity,2
unique_entities_per_relation,每种关系连接的唯一实体数,local knowledge,2
unique_entities_per_relation,每种关系连接的唯一实体数,location,30
unique_entities_per_relation,每种关系连接的唯一实体数,loss,4
unique_entities_per_relation,每种关系连接的唯一实体数,love,4
unique_entities_per_relation,每种关系连接的唯一实体数,maintenance,4
unique_entities_per_relation,每种关系连接的唯一实体数,management,2
unique_entities_per_relation,每种关系连接的唯一实体数,marketing,2
unique_entities_per_relation,每种关系连接的唯一实体数,match,3
unique_entities_per_relation,每种关系连接的唯一实体数,meal plan,3
unique_entities_per_relation,每种关系连接的唯一实体数,measuring,2
unique_entities_per_relation,每种关系连接的唯一实体数,medical advancement,2
unique_entities_per_relation,每种关系连接的唯一实体数,medical breakthrough,3
unique_entities_per_relation,每种关系连接的唯一实体数,medical care,2
unique_entities_per_relation,每种关系连接的唯一实体数,meeting,4
unique_entities_per_relation,每种关系连接的唯一实体数,meeting date,2
unique_entities_per_relation,每种关系连接的唯一实体数,meeting location,5
unique_entities_per_relation,每种关系连接的唯一实体数,"meeting location""",2
unique_entities_per_relation,每种关系连接的唯一实体数,meeting plan,4
unique_entities_per_relation,每种关系连接的唯一实体数,member,5
unique_entities_per_relation,每种关系连接的唯一实体数,membership,8
unique_entities_per_relation,每种关系连接的唯一实体数,mental state,2
unique_entities_per_relation,每种关系连接的唯一实体数,mention,3
unique_entities_per_relation,每种关系连接的唯一实体数,mentorship,2
unique_entities_per_relation,每种关系连接的唯一实体数,method,3
unique_entities_per_relation,每种关系连接的唯一实体数,mood,2
unique_entities_per_relation,每种关系连接的唯一实体数,motivation,5
unique_entities_per_relation,每种关系连接的唯一实体数,music,12
unique_entities_per_relation,每种关系连接的唯一实体数,music fusion,3
unique_entities_per_relation,每种关系连接的唯一实体数,music preference,6
unique_entities_per_relation,每种关系连接的唯一实体数,music preferences,6
unique_entities_per_relation,每种关系连接的唯一实体数,music shopping,2
unique_entities_per_relation,每种关系连接的唯一实体数,musical activity,2
unique_entities_per_relation,每种关系连接的唯一实体数,musical instrument,2
unique_entities_per_relation,每种关系连接的唯一实体数,musical practice,2
unique_entities_per_relation,每种关系连接的唯一实体数,mutual appreciation,2
unique_entities_per_relation,每种关系连接的唯一实体数,narrative strength,2
unique_entities_per_relation,每种关系连接的唯一实体数,necessity,2
unique_entities_per_relation,每种关系连接的唯一实体数,neighborly relationship,2
unique_entities_per_relation,每种关系连接的唯一实体数,no mention,4
unique_entities_per_relation,每种关系连接的唯一实体数,no relationship,3
unique_entities_per_relation,每种关系连接的唯一实体数,offers,3
unique_entities_per_relation,每种关系连接的唯一实体数,ongoing activity,2
unique_entities_per_relation,每种关系连接的唯一实体数,openness,2
unique_entities_per_relation,每种关系连接的唯一实体数,opponents,2
unique_entities_per_relation,每种关系连接的唯一实体数,option,3
unique_entities_per_relation,每种关系连接的唯一实体数,ordering,2
unique_entities_per_relation,每种关系连接的唯一实体数,organization,23
unique_entities_per_relation,每种关系连接的唯一实体数,organizer,5
unique_entities_per_relation,每种关系连接的唯一实体数,organizing,3
unique_entities_per_relation,每种关系连接的唯一实体数,ownership,7
unique_entities_per_relation,每种关系连接的唯一实体数,part of,2
unique_entities_per_relation,每种关系连接的唯一实体数,part of Europe,2
unique_entities_per_relation,每种关系连接的唯一实体数,participant,5
unique_entities_per_relation,每种关系连接的唯一实体数,participation,50
unique_entities_per_relation,每种关系连接的唯一实体数,pastry delivery,2
unique_entities_per_relation,每种关系连接的唯一实体数,performance,8
unique_entities_per_relation,每种关系连接的唯一实体数,performing,2
unique_entities_per_relation,每种关系连接的唯一实体数,person,12
unique_entities_per_relation,每种关系连接的唯一实体数,personal,3
unique_entities_per_relation,每种关系连接的唯一实体数,personal interest,2
unique_entities_per_relation,每种关系连接的唯一实体数,personal relationship,3
unique_entities_per_relation,每种关系连接的唯一实体数,personal taste,2
unique_entities_per_relation,每种关系连接的唯一实体数,personalized treatment,3
unique_entities_per_relation,每种关系连接的唯一实体数,philosophy,1
unique_entities_per_relation,每种关系连接的唯一实体数,photography,3
unique_entities_per_relation,每种关系连接的唯一实体数,physical activity,3
unique_entities_per_relation,每种关系连接的唯一实体数,physical condition,3
unique_entities_per_relation,每种关系连接的唯一实体数,physical experience,2
unique_entities_per_relation,每种关系连接的唯一实体数,planning,12
unique_entities_per_relation,每种关系连接的唯一实体数,platform,4
unique_entities_per_relation,每种关系连接的唯一实体数,play equipment,3
unique_entities_per_relation,每种关系连接的唯一实体数,player development,3
unique_entities_per_relation,每种关系连接的唯一实体数,player-team relationship,10
unique_entities_per_relation,每种关系连接的唯一实体数,potential,2
unique_entities_per_relation,每种关系连接的唯一实体数,potential twists,2
unique_entities_per_relation,每种关系连接的唯一实体数,power,2
unique_entities_per_relation,每种关系连接的唯一实体数,power dynamics,6
unique_entities_per_relation,每种关系连接的唯一实体数,power struggle,2
unique_entities_per_relation,每种关系连接的唯一实体数,powerful narrative,2
unique_entities_per_relation,每种关系连接的唯一实体数,practice,4
unique_entities_per_relation,每种关系连接的唯一实体数,practice on instrument,2
unique_entities_per_relation,每种关系连接的唯一实体数,practice space,5
unique_entities_per_relation,每种关系连接的唯一实体数,preference,8
unique_entities_per_relation,每种关系连接的唯一实体数,preparation,7
unique_entities_per_relation,每种关系连接的唯一实体数,preparedness,2
unique_entities_per_relation,每种关系连接的唯一实体数,process,2
unique_entities_per_relation,每种关系连接的唯一实体数,product,2
unique_entities_per_relation,每种关系连接的唯一实体数,product development,2
unique_entities_per_relation,每种关系连接的唯一实体数,product feature,2
unique_entities_per_relation,每种关系连接的唯一实体数,product feedback,3
unique_entities_per_relation,每种关系连接的唯一实体数,product innovation,2
unique_entities_per_relation,每种关系连接的唯一实体数,product interest,5
unique_entities_per_relation,每种关系连接的唯一实体数,product launch,2
unique_entities_per_relation,每种关系连接的唯一实体数,product offering,6
unique_entities_per_relation,每种关系连接的唯一实体数,product preference,3
unique_entities_per_relation,每种关系连接的唯一实体数,product promotion,3
unique_entities_per_relation,每种关系连接的唯一实体数,production,4
unique_entities_per_relation,每种关系连接的唯一实体数,professional,3
unique_entities_per_relation,每种关系连接的唯一实体数,professional activities,2
unique_entities_per_relation,每种关系连接的唯一实体数,professional advice,3
unique_entities_per_relation,每种关系连接的唯一实体数,professional association,2
unique_entities_per_relation,每种关系连接的唯一实体数,professional communication,2
unique_entities_per_relation,每种关系连接的唯一实体数,professional guidance,2
unique_entities_per_relation,每种关系连接的唯一实体数,professional interest,3
unique_entities_per_relation,每种关系连接的唯一实体数,professional relationship,5
unique_entities_per_relation,每种关系连接的唯一实体数,professional reminder,2
unique_entities_per_relation,每种关系连接的唯一实体数,project development,2
unique_entities_per_relation,每种关系连接的唯一实体数,project involvement,4
unique_entities_per_relation,每种关系连接的唯一实体数,project promotion,2
unique_entities_per_relation,每种关系连接的唯一实体数,promotion,5
unique_entities_per_relation,每种关系连接的唯一实体数,proposal,2
unique_entities_per_relation,每种关系连接的唯一实体数,protein,4
unique_entities_per_relation,每种关系连接的唯一实体数,provision,2
unique_entities_per_relation,每种关系连接的唯一实体数,purchase,6
unique_entities_per_relation,每种关系连接的唯一实体数,quirky encounters,2
unique_entities_per_relation,每种关系连接的唯一实体数,recipe recommendation,2
unique_entities_per_relation,每种关系连接的唯一实体数,recommendation,43
unique_entities_per_relation,每种关系连接的唯一实体数,recovery,2
unique_entities_per_relation,每种关系连接的唯一实体数,redemption,2
unique_entities_per_relation,每种关系连接的唯一实体数,reference,5
unique_entities_per_relation,每种关系连接的唯一实体数,reference point,3
unique_entities_per_relation,每种关系连接的唯一实体数,regular activity,3
unique_entities_per_relation,每种关系连接的唯一实体数,regular visitor,2
unique_entities_per_relation,每种关系连接的唯一实体数,related topics,7
unique_entities_per_relation,每种关系连接的唯一实体数,relaxation,5
unique_entities_per_relation,每种关系连接的唯一实体数,remedy,2
unique_entities_per_relation,每种关系连接的唯一实体数,reminder,9
unique_entities_per_relation,每种关系连接的唯一实体数,repair,2
unique_entities_per_relation,每种关系连接的唯一实体数,request,5
unique_entities_per_relation,每种关系连接的唯一实体数,research,2
unique_entities_per_relation,每种关系连接的唯一实体数,responsibility,6
unique_entities_per_relation,每种关系连接的唯一实体数,restaurant recommendation,2
unique_entities_per_relation,每种关系连接的唯一实体数,reverence,2
unique_entities_per_relation,每种关系连接的唯一实体数,rule,2
unique_entities_per_relation,每种关系连接的唯一实体数,safety,6
unique_entities_per_relation,每种关系连接的唯一实体数,satellite,2
unique_entities_per_relation,每种关系连接的唯一实体数,scheduling,6
unique_entities_per_relation,每种关系连接的唯一实体数,search,3
unique_entities_per_relation,每种关系连接的唯一实体数,service,8
unique_entities_per_relation,每种关系连接的唯一实体数,service improvement,2
unique_entities_per_relation,每种关系连接的唯一实体数,service offering,3
unique_entities_per_relation,每种关系连接的唯一实体数,settlement,2
unique_entities_per_relation,每种关系连接的唯一实体数,shared experience,2
unique_entities_per_relation,每种关系连接的唯一实体数,shared goals,2
unique_entities_per_relation,每种关系连接的唯一实体数,shared interest,20
unique_entities_per_relation,每种关系连接的唯一实体数,"shared interest(""entity",2
unique_entities_per_relation,每种关系连接的唯一实体数,shared interests,2
unique_entities_per_relation,每种关系连接的唯一实体数,shared musical interest,5
unique_entities_per_relation,每种关系连接的唯一实体数,shared plan,3
unique_entities_per_relation,每种关系连接的唯一实体数,sharing,2
unique_entities_per_relation,每种关系连接的唯一实体数,sharing tips,2
unique_entities_per_relation,每种关系连接的唯一实体数,shopping,4
unique_entities_per_relation,每种关系连接的唯一实体数,showdowns,2
unique_entities_per_relation,每种关系连接的唯一实体数,silent elimination,2
unique_entities_per_relation,每种关系连接的唯一实体数,skills improvement,2
unique_entities_per_relation,每种关系连接的唯一实体数,soccer,3
unique_entities_per_relation,每种关系连接的唯一实体数,soccer match,2
unique_entities_per_relation,每种关系连接的唯一实体数,soccer player,3
unique_entities_per_relation,每种关系连接的唯一实体数,social connection,2
unique_entities_per_relation,每种关系连接的唯一实体数,social event,3
unique_entities_per_relation,每种关系连接的唯一实体数,social interaction,3
unique_entities_per_relation,每种关系连接的唯一实体数,solution,4
unique_entities_per_relation,每种关系连接的唯一实体数,song choice,6
unique_entities_per_relation,每种关系连接的唯一实体数,song inspiration,3
unique_entities_per_relation,每种关系连接的唯一实体数,song reference,2
unique_entities_per_relation,每种关系连接的唯一实体数,song selection,5
unique_entities_per_relation,每种关系连接的唯一实体数,source,2
unique_entities_per_relation,每种关系连接的唯一实体数,sport,2
unique_entities_per_relation,每种关系连接的唯一实体数,sports,2
unique_entities_per_relation,每种关系连接的唯一实体数,stealth enhancement,2
unique_entities_per_relation,每种关系连接的唯一实体数,stretch,4
unique_entities_per_relation,每种关系连接的唯一实体数,style,2
unique_entities_per_relation,每种关系连接的唯一实体数,suggestion,21
unique_entities_per_relation,每种关系连接的唯一实体数,suggests food,2
unique_entities_per_relation,每种关系连接的唯一实体数,suggests location,2
unique_entities_per_relation,每种关系连接的唯一实体数,supplementation,2
unique_entities_per_relation,每种关系连接的唯一实体数,supply,2
unique_entities_per_relation,每种关系连接的唯一实体数,support,41
unique_entities_per_relation,每种关系连接的唯一实体数,supportive friendship,2
unique_entities_per_relation,每种关系连接的唯一实体数,supportive relationship,2
unique_entities_per_relation,每种关系连接的唯一实体数,sympathy,2
unique_entities_per_relation,每种关系连接的唯一实体数,target audience,2
unique_entities_per_relation,每种关系连接的唯一实体数,target market,2
unique_entities_per_relation,每种关系连接的唯一实体数,team performance,3
unique_entities_per_relation,每种关系连接的唯一实体数,team spirit,3
unique_entities_per_relation,每种关系连接的唯一实体数,team-competition relationship,2
unique_entities_per_relation,每种关系连接的唯一实体数,technology application,2
unique_entities_per_relation,每种关系连接的唯一实体数,technology use,2
unique_entities_per_relation,每种关系连接的唯一实体数,temporal,2
unique_entities_per_relation,每种关系连接的唯一实体数,temporal association,5
unique_entities_per_relation,每种关系连接的唯一实体数,testing,2
unique_entities_per_relation,每种关系连接的唯一实体数,themes,4
unique_entities_per_relation,每种关系连接的唯一实体数,therapy,6
unique_entities_per_relation,每种关系连接的唯一实体数,time,5
unique_entities_per_relation,每种关系连接的唯一实体数,time arrangement,5
unique_entities_per_relation,每种关系连接的唯一实体数,time association,2
unique_entities_per_relation,每种关系连接的唯一实体数,time coordination,2
unique_entities_per_relation,每种关系连接的唯一实体数,tool,5
unique_entities_per_relation,每种关系连接的唯一实体数,top picks,3
unique_entities_per_relation,每种关系连接的唯一实体数,topic,7
unique_entities_per_relation,每种关系连接的唯一实体数,toxic alliances,2
unique_entities_per_relation,每种关系连接的唯一实体数,tradition,3
unique_entities_per_relation,每种关系连接的唯一实体数,tragic transition,2
unique_entities_per_relation,每种关系连接的唯一实体数,travel experience,2
unique_entities_per_relation,每种关系连接的唯一实体数,travel experiences,2
unique_entities_per_relation,每种关系连接的唯一实体数,travel recommendations,2
unique_entities_per_relation,每种关系连接的唯一实体数,treat,3
unique_entities_per_relation,每种关系连接的唯一实体数,treatment,2
unique_entities_per_relation,每种关系连接的唯一实体数,understanding,5
unique_entities_per_relation,每种关系连接的唯一实体数,unique storytelling,2
unique_entities_per_relation,每种关系连接的唯一实体数,user,2
unique_entities_per_relation,每种关系连接的唯一实体数,user feedback,3
unique_entities_per_relation,每种关系连接的唯一实体数,utilization,2
unique_entities_per_relation,每种关系连接的唯一实体数,value,3
unique_entities_per_relation,每种关系连接的唯一实体数,variety,2
unique_entities_per_relation,每种关系连接的唯一实体数,video games,3
unique_entities_per_relation,每种关系连接的唯一实体数,visuals,3
unique_entities_per_relation,每种关系连接的唯一实体数,win,2
unique_entities_per_relation,每种关系连接的唯一实体数,work challenges,2
unique_entities_per_relation,每种关系连接的唯一实体数,work environment,4
unique_entities_per_relation,每种关系连接的唯一实体数,work on project,2
unique_entities_per_relation,每种关系连接的唯一实体数,work on song,2
unique_entities_per_relation,每种关系连接的唯一实体数,work relationship,2
unique_entities_per_relation,每种关系连接的唯一实体数,work-hobby balance,3
unique_entities_per_relation,每种关系连接的唯一实体数,work-related stress,4
unique_entities_per_relation,每种关系连接的唯一实体数,workout discussion,2
unique_entities_per_relation,每种关系连接的唯一实体数,workout feedback,4
