sample_id,question,answer,llm_start_entities,matched_start_nodes,answer_candidates,start_in_entity_db,answer_mappable,reachable_at_5
430,Who scored a stunner in the Manchester City vs. Chelsea match as mentioned in the conversation?,Phil Foden,"[""Player"", ""Match result"", ""Score"", ""Team"", ""Goal"", ""Stunner"", ""Manchester City vs. Chelsea match"", ""Football"", ""Goal scoring""]","[""FOOTBALL"", ""GOAL"", ""GOAL SCORING"", ""GOAL-SCORING"", ""MANCHESTER CITY VS. CHELSEA MATCH"", ""PLAYER"", ""TEAM""]","[""PHIL FODEN""]",1,1,1
433,Who checks in with LiHua about their arm muscles after the bench press session?,JenniferMoore,"[""Fitness routine"", ""Muscle activation"", ""Post-exercise care"", ""Communication"", ""Personal trainer"", ""Checking in"", ""LiHua"", ""Arm muscles"", ""Bench press session""]","[""ARM MUSCLES"", ""BENCH PRESS SESSION"", ""COMMUNICATION"", ""FITNESS ROUTINE"", ""LI HUA"", ""LIHUA"", ""MUSCLE ACTIVATION"", ""PERSONAL TRAINER""]","[""JENNIFER MOORE"", ""JENNIFERMOORE""]",1,1,1
435,What snack does LiHua agree to bring for the movie?,Chips,"[""Snack type"", ""LiHua's preference"", ""Movie event"", ""Consent"", ""Snack"", ""LiHua"", ""Movie"", ""Agree""]","[""LI HUA"", ""LIHUA"", ""MOVIE"", ""SNACK""]","[""CHIPS""]",1,1,1
437,Who will pick up the snacks and drinks on their way before the movie?,LiHua,"[""Snack distribution"", ""Drink service"", ""Route planning"", ""Crowd management"", ""Event coordination"", ""Snacks and drinks"", ""Movie attendance"", ""Event logistics""]","[""SNACKS AND DRINKS""]","[""LI HUA"", ""LIHUA""]",1,1,1
438,Who initiated the discussion about Cersei's journey in Game of Thrones?,EmilyBurnett,"[""Episode"", ""Character development"", ""Plot progression"", ""Narrative structure"", ""Themes"", ""Cersei Lannister"", ""Game of Thrones"", ""Journey"", ""Discussion""]","[""CERSEI LANNISTER"", ""CHARACTER DEVELOPMENT"", ""DISCUSSION"", ""EPISODE"", ""GAME OF THRONES"", ""JOURNEY"", ""NARRATIVE STRUCTURE""]","[""EMILY BURNETT"", ""EMILYBURNETT""]",1,1,1
441,Which character's dynamic with Cersei is mentioned as complicated?,Jaime,"[""Character development"", ""Relationship dynamics"", ""Cersei's behavior"", ""Interpersonal interactions"", ""Character's dynamic"", ""Cersei"", ""Complex relationships""]","[""CERSEI"", ""CHARACTER DEVELOPMENT"", ""COMPLEX RELATIONSHIPS"", ""RELATIONSHIP DYNAMICS""]","[""JAIME""]",1,1,1
456,Who initiates the discussion about game storytelling?,ThaneChambers,"[""Game developers"", ""Players"", ""Storytelling techniques"", ""Dialogue"", ""Character development"", ""Game storytelling"", ""Discussion initiation"", ""Narrative structure""]","[""CHARACTER DEVELOPMENT"", ""GAME DEVELOPERS"", ""GAME STORYTELLING"", ""NARRATIVE STRUCTURE""]","[""THANECHAMBERS""]",1,1,1
457,What game does ThaneChambers consider their top choice for storytelling?,The Last of Us,"[""Game titles"", ""Narrative structure"", ""Character development"", ""Plot details"", ""Player experience"", ""Game"", ""Storytelling"", ""ThaneChambers"", ""Top choice""]","[""CHARACTER DEVELOPMENT"", ""GAME"", ""NARRATIVE STRUCTURE"", ""PLAYER EXPERIENCE"", ""STORYTELLING"", ""THANECHAMBERS""]","[""THE LAST OF US""]",1,1,1
458,Which game's narrative does Bronwyn appreciate for its father-son dynamic?,God of War,"[""Game"", ""Narrative"", ""Father"", ""Son"", ""Dynamic"", ""Appreciation"", ""Game's narrative"", ""Father-son dynamic"", ""Appreciation""]","[""FATHER-SON DYNAMIC"", ""GAME"", ""NARRATIVE""]","[""GOD OF WAR""]",1,1,1
459,What game does Gavriel mention for its characters and plot twists?,Final Fantasy VII Remake,"[""Gavriel"", ""Game mechanics"", ""Storyline"", ""Character development"", ""Twists and turns"", ""Game"", ""Characters"", ""Plot twists""]","[""CHARACTER DEVELOPMENT"", ""GAME"", ""GAME MECHANICS"", ""GAVRIEL"", ""PLOT TWISTS"", ""STORYLINE""]","[""FINAL FANTASY VII REMAKE""]",1,1,1
461,What game does Elara mention for making her emotional?,Bioshock Infinite,"[""Make her emotional"", ""Game recommendation"", ""Emotional response"", ""Elara"", ""Game"", ""Emotional""]","[""ELARA"", ""EMOTIONAL RESPONSE"", ""GAME"", ""GAME RECOMMENDATION""]","[""BIOSHOCK INFINITE""]",1,1,1
463,What game does Dyllan describe as epic for its samurai culture?,Ghost of Tsushima,"[""Game title"", ""Culture elements"", ""Narrative style"", ""Game mechanics"", ""Player experience"", ""Epic game"", ""Samurai culture"", ""Game description""]","[""GAME MECHANICS"", ""NARRATIVE STYLE"", ""PLAYER EXPERIENCE"", ""SAMURAI CULTURE""]","[""GHOST OF TSUSHIMA""]",1,1,1
469,Which game does Ileana mention for its unique world and storytelling?,Horizon Zero Dawn,"[""Ileana"", ""World-building"", ""Narrative structure"", ""Player experience"", ""Game"", ""Unique world"", ""Storytelling""]","[""GAME"", ""ILEANA"", ""NARRATIVE STRUCTURE"", ""PLAYER EXPERIENCE"", ""STORYTELLING"", ""WORLD BUILDING"", ""WORLD-BUILDING"", ""WORLDBUILDING""]","[""HORIZON ZERO DAWN""]",1,1,1
470,What game does LiHua mention for exploring themes of choice & consciousness & humanity?,Detroit: Become Human,"[""LiHua"", ""Exploring themes"", ""Game development"", ""Player choices"", ""Narrative structure"", ""Character development"", ""Ethical dilemmas"", ""Cognitive exploration"", ""Existential questions"", ""Game"", ""Themes of choice"", ""Consciousness"", ""Humanity""]","[""CHARACTER DEVELOPMENT"", ""CONSCIOUSNESS"", ""ETHICAL DILEMMAS"", ""GAME"", ""GAME DEVELOPMENT"", ""HUMANITY"", ""LI HUA"", ""LIHUA"", ""NARRATIVE STRUCTURE"", ""PLAYER CHOICES""]","[""DETROIT: BECOME HUMAN""]",1,1,1
471,Which game does Dyllan say raised interesting questions and moral dilemmas?,Detroit: Become Human,"[""Dyllan"", ""Gameplay"", ""Ethical choices"", ""Narrative"", ""Player decisions"", ""Game"", ""Moral dilemmas"", ""Interesting questions""]","[""DYLLAN"", ""ETHICAL CHOICES"", ""GAME"", ""GAMEPLAY"", ""MORAL DILEMMAS"", ""NARRATIVE"", ""PLAYER DECISIONS""]","[""DETROIT: BECOME HUMAN""]",1,1,1
472,What game does Dyllan recall for its intimate feel and dialogue?,Firewatch,"[""Recall"", ""Emotional depth"", ""Character interactions"", ""Narrative style"", ""Game"", ""Intimate feel"", ""Dialogue""]","[""CHARACTER INTERACTIONS"", ""EMOTIONAL DEPTH"", ""GAME"", ""NARRATIVE STYLE""]","[""FIREWATCH""]",1,1,1
473,Which game does LiHua mention for playing with various storytelling tropes?,The Stanley Parable,"[""Game titles"", ""Narrative elements"", ""Player interaction"", ""Tropes"", ""Game"", ""Storytelling tropes"", ""LiHua""]","[""GAME"", ""LI HUA"", ""LIHUA"", ""PLAYER INTERACTION"", ""STORYTELLING TROPES""]","[""THE STANLEY PARABLE""]",1,1,1
476,Who offers to help with the installation of the curtains?,AdamSmith,"[""Curtains"", ""Installation"", ""Service provider"", ""Installer"", ""Tools"", ""Help with installation"", ""Curtains installation"", ""Installation service""]","[""CURTAINS"", ""INSTALLATION"", ""TOOLS""]","[""ADAM SMITH"", ""ADAMSMITH""]",1,1,1
480,Who proposes the idea of adding tables near the benches?,RexxarRemar,"[""Benches"", ""Tables"", ""People"", ""Suggestions"", ""Proposing"", ""Adding tables near benches"", ""Ideas"", ""Proposals""]","[""BENCHES"", ""IDEAS"", ""SUGGESTIONS"", ""TABLES""]","[""REXXAR REMAR"", ""REXXARREMAR""]",1,1,1
483,Who is excited to see how the garden evolves?,Thrall,"[""Gardener"", ""Plant growth"", ""Ferns"", ""Flowers"", ""Sunlight"", ""Garden evolution"", ""Excitement"", ""Change""]","[""CHANGE"", ""FLOWERS"", ""GARDEN EVOLUTION"", ""SUNLIGHT""]","[""THRALL""]",1,1,1
487,Who offers to check with friends for live music performance?,ArthasMenethil,"[""Friend recommendations"", ""Online platforms"", ""Performance verification"", ""Music venues"", ""Social media"", ""Live music performance"", ""Checking with friends"", ""Social networking""]",[],"[""ARTHAS MENETHIL"", ""ARTHASMENETHIL""]",0,1,0
489,Who suggests doing a group purchase of the new games?,ThaneChambers,"[""Game developers"", ""Online platforms"", ""Community forums"", ""Social media"", ""User reviews"", ""Group purchase"", ""New games"", ""Suggestion""]","[""GAME DEVELOPERS"", ""GROUP PURCHASE"", ""NEW GAMES""]","[""THANECHAMBERS""]",1,1,1
503,What team does JakeWatson admire for their comebacks?,Real Madrid,"[""JakeWatson"", ""Team"", ""Comebacks"", ""Fan"", ""Loyalty"", ""Team comebacks"", ""Admiration"", ""Fan loyalty""]","[""JAKEWATSON"", ""LOYALTY"", ""TEAM""]","[""REAL MADRID""]",1,1,1
510,Who is Real Madrid's coach according to Ivor?,Ancelotti,"[""Coach position"", ""Player performance"", ""Team strategy"", ""Soccer management"", ""Real Madrid's coach"", ""Ivor"", ""Football coaching""]","[""IVOR"", ""PLAYER PERFORMANCE"", ""TEAM STRATEGY""]","[""ANCELOTTI""]",1,1,1
514,Who offers to bring cones for the soccer practice?,Aurora,"[""Cones"", ""Soccer"", ""Practice"", ""Cones for soccer practice"", ""Soccer practice"", ""Sports equipment""]","[""CONES"", ""PRACTICE"", ""SOCCER"", ""SOCCER PRACTICE""]","[""AURORA""]",1,1,1
516,Who suggests getting pizza for dinner?,WolfgangSchulz,"[""Restaurant"", ""Takeout"", ""Food delivery"", ""Family dinner"", ""Cooking"", ""Pizza"", ""Dinner"", ""Social interaction"", ""Meal preparation""]","[""COOKING"", ""DINNER"", ""FAMILY DINNER"", ""MEAL PREPARATION"", ""PIZZA"", ""RESTAURANT"", ""SOCIAL INTERACTION""]","[""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]",1,1,1
520,Who invites LiHua to taste a new bread recipe?,HaileyJohnson,"[""Guests"", ""Bread"", ""Recipe"", ""Taste test"", ""Event"", ""Invitations"", ""LiHua"", ""New bread recipe"", ""Tasting""]","[""BREAD"", ""LI HUA"", ""LIHUA"", ""NEW BREAD RECIPE"", ""RECIPE"", ""TASTING""]","[""HAILEYJOHNSON""]",1,1,1
536,What game does ThaneChambers remember as LiHua's favorite?,Black Myth: Wukong,"[""Game title"", ""Player name"", ""Preference"", ""Memories"", ""Game"", ""ThaneChambers"", ""LiHua"", ""Favorite""]","[""GAME"", ""LI HUA"", ""LIHUA"", ""THANECHAMBERS""]","[""BLACK MYTH: WUKONG""]",1,1,1
539,"Who is LiHua's favorite character in the game ""Black Myth: Wukong""?",Wukong,"[""Wukong"", ""Monkey King"", ""Gameplay"", ""Character development"", ""Player choice"", ""LiHua's favorite character"", ""Game 'Black Myth: Wukong'"", ""Character preference""]","[""CHARACTER DEVELOPMENT"", ""GAMEPLAY"", ""PLAYER CHOICE"", ""WUKONG""]","[""WUKONG""]",1,1,1
543,Does LiHua play the game solo or with friends?,Both,"[""Game"", ""Friends"", ""Play mode"", ""Solo"", ""Multiplayer"", ""LiHua"", ""Game play"", ""Solo vs. multiplayer""]","[""FRIENDS"", ""GAME"", ""GAMEPLAY"", ""LI HUA"", ""LIHUA"", ""MULTIPLAYER""]",[],1,0,0
545,What TV series does EmilyBurnett remember LiHua likes?,Chernobyl,"[""Series recommendations"", ""Viewer preferences"", ""Favorite shows"", ""User preferences"", ""TV series"", ""EmilyBurnett"", ""LiHua"", ""Like""]","[""EMILY BURNETT"", ""EMILYBURNETT"", ""LI HUA"", ""LIHUA"", ""TV SERIES""]","[""CHERNOBYL""]",1,1,1
547,What is EmilyBurnett's favorite TV show?,Game of Thrones,"[""Show title"", ""Genre"", ""Rating"", ""Streaming platform"", ""Viewership"", ""EmilyBurnett"", ""Favorite TV show"", ""TV preferences""]","[""EMILY BURNETT"", ""EMILYBURNETT""]","[""GAME OF THRONES""]",1,1,1
550,What TV series is EmilyBurnett currently watching?,The Last of Us,"[""Series title"", ""Streaming platform"", ""Episode number"", ""Watchlist"", ""TV series"", ""EmilyBurnett"", ""Current watching""]","[""EMILY BURNETT"", ""EMILYBURNETT"", ""TV SERIES""]","[""THE LAST OF US""]",1,1,1
551,What TV show does EmilyBurnett recommend LiHua to watch?,The Last of Us,"[""Show title"", ""Viewer preference"", ""Content rating"", ""Genre"", ""Episode"", ""TV show"", ""EmilyBurnett"", ""LiHua"", ""Recommendation""]","[""EMILY BURNETT"", ""EMILYBURNETT"", ""EPISODE"", ""LI HUA"", ""LIHUA"", ""RECOMMENDATION"", ""TV SHOW""]","[""THE LAST OF US""]",1,1,1
569,What is on WolfgangSchulz's list for a future trip?,Italy,"[""Destination"", ""Itinerary"", ""Accommodation"", ""Transportation"", ""Budget"", ""WolfgangSchulz's list"", ""Future trip"", ""Travel planning""]","[""TRAVEL PLANNING""]","[""ITALY""]",1,1,1
570,What does WolfgangSchulz want to check out in Italy?,Cinque Terre,"[""Country"", ""Location"", ""Action"", ""Wolfgang Schulz"", ""Italy"", ""Check out""]","[""ACTION"", ""ITALY"", ""WOLFGANG SCHULZ"", ""WOLFGANGSCHULZ""]","[""CINQUE TERRE""]",1,1,1
